date_date,orders_id,products_id,turnover,qty
2021-04-01,825482,100820,3.42,1
2021-04-01,825482,106806,6.73,1
2021-04-01,825483,10565,9.62,1
2021-04-01,825483,24074,16.22,1
2021-04-01,825483,83771,2.82,1
2021-04-01,825483,89622,29.91,2
2021-04-01,825483,90904,44.09,2
2021-04-01,825483,93047,9.74,2
2021-04-01,825483,103096,2.32,1
2021-04-01,825483,114912,7.27,1
2021-04-01,825483,114913,7.27,1
2021-04-01,825483,121599,10.08,1
2021-04-01,825483,121600,10.08,1
2021-04-01,825483,127004,3.71,1
2021-04-01,825484,49972,1.65,1
2021-04-01,825484,77670,8.56,2
2021-04-01,825484,88216,7.71,1
2021-04-01,825485,42695,2.52,1
2021-04-01,825485,69321,2.6,1
2021-04-01,825485,82005,1.85,1
2021-04-01,825485,100258,4.19,2
2021-04-01,825485,100819,11.46,3
2021-04-01,825486,30314,7.44,1
2021-04-01,825486,43336,5.56,1
2021-04-01,825486,44129,4.87,2
2021-04-01,825486,45880,9.46,1
2021-04-01,825486,48609,8.27,2
2021-04-01,825486,71718,6.74,1
2021-04-01,825486,78498,13.93,1
2021-04-01,825486,87281,3.12,1
2021-04-01,825486,103820,2.13,1
2021-04-01,825486,109308,8.17,1
2021-04-01,825486,109311,9.28,1
2021-04-01,825486,109312,2.68,1
2021-04-01,825486,112078,1.24,1
2021-04-01,825487,44764,2.55,1
2021-04-01,825487,99263,3.98,1
2021-04-01,825487,102767,7.09,1
2021-04-01,825487,110724,2.57,1
2021-04-01,825488,20053,7.82,2
2021-04-01,825488,73245,1.44,1
2021-04-01,825488,73926,3.85,2
2021-04-01,825488,76046,7.68,1
2021-04-01,825488,79503,20.91,1
2021-04-01,825488,100240,1.23,1
2021-04-01,825488,108708,19.79,1
2021-04-01,825488,111007,6.21,1
2021-04-01,825489,47569,3.67,1
2021-04-01,825489,69224,3.08,1
2021-04-01,825489,99321,2.57,1
2021-04-01,825489,99322,2.69,1
2021-04-01,825489,111177,10.19,1
2021-04-01,825489,111190,12.78,1
2021-04-01,825489,113866,3.3,1
2021-04-01,825489,113867,4.31,1
2021-04-01,825489,113870,4.78,1
2021-04-01,825489,118485,3.34,1
2021-04-01,825489,124762,7.64,1
2021-04-01,825490,101489,6.39,3
2021-04-01,825490,101534,7.07,3
2021-04-01,825490,103595,86.83,8
2021-04-01,825491,42807,5.11,1
2021-04-01,825491,48283,1.67,1
2021-04-01,825491,72814,3.22,1
2021-04-01,825491,76471,2.44,1
2021-04-01,825491,76657,3.03,1
2021-04-01,825491,76875,5.29,1
2021-04-01,825491,103866,2.56,1
2021-04-01,825491,105354,1.73,1
2021-04-01,825491,112625,5.7,1
2021-04-01,825491,118226,2.64,1
2021-04-01,825491,118231,2.28,1
2021-04-01,825491,120956,2.64,1
2021-04-01,825491,121902,7.69,1
2021-04-01,825492,20711,11.21,1
2021-04-01,825492,45663,17.38,1
2021-04-01,825492,69900,14.66,1
2021-04-01,825492,69906,12.89,1
2021-04-01,825492,82081,8.24,1
2021-04-01,825492,88762,13.42,1
2021-04-01,825492,109086,13.41,1
2021-04-01,825492,112413,28.68,2
2021-04-01,825492,120692,7.27,1
2021-04-01,825492,120693,7.27,1
2021-04-01,825492,120694,7.27,1
2021-04-01,825492,120927,9.29,1
2021-04-01,825492,120937,11.72,1
2021-04-01,825493,19321,31.21,7
2021-04-01,825493,69195,4.27,1
2021-04-01,825493,69238,10.78,2
2021-04-01,825493,107652,19.86,5
2021-04-01,825493,118484,29.54,6
2021-04-01,825494,77419,3.28,1
2021-04-01,825494,81235,18.76,3
2021-04-01,825494,90937,24.0,2
2021-04-01,825494,90993,25.99,2
2021-04-01,825495,5696,3.36,1
2021-04-01,825495,45952,4.84,1
2021-04-01,825495,69578,3.57,1
2021-04-01,825495,74392,13.82,3
2021-04-01,825495,82368,2.48,1
2021-04-01,825495,83600,4.82,1
2021-04-01,825495,114277,6.96,2
2021-04-01,825495,114929,4.29,1
2021-04-01,825496,2191,1.12,1
2021-04-01,825496,44117,1.52,1
2021-04-01,825496,44611,12.07,3
2021-04-01,825496,76342,9.3,1
2021-04-01,825496,109579,55.87,3
2021-04-01,825497,80539,8.82,1
2021-04-01,825497,103583,57.97,8
2021-04-01,825497,103590,10.96,1
2021-04-01,825497,118930,8.0,1
2021-04-01,825499,46953,25.04,2
2021-04-01,825499,71397,8.53,2
2021-04-01,825500,19277,4.55,1
2021-04-01,825500,46337,5.64,2
2021-04-01,825500,68515,5.99,2
2021-04-01,825500,76212,5.25,2
2021-04-01,825500,76568,9.4,4
2021-04-01,825500,76581,7.7,4
2021-04-01,825500,76584,3.65,2
2021-04-01,825500,76603,2.59,1
2021-04-01,825500,76648,16.83,1
2021-04-01,825500,87169,10.6,1
2021-04-01,825500,90639,11.8,1
2021-04-01,825500,90937,12.0,1
2021-04-01,825500,90966,11.41,1
2021-04-01,825500,90993,12.99,1
2021-04-01,825500,113871,6.18,1
2021-04-01,825500,116191,2.42,1
2021-04-01,825500,120539,8.27,2
2021-04-01,825500,122072,18.84,1
2021-04-01,825501,80539,8.82,1
2021-04-01,825501,103583,57.97,8
2021-04-01,825501,103590,10.96,1
2021-04-01,825501,118930,8.0,1
2021-04-01,825502,5872,45.87,2
2021-04-01,825503,69311,7.65,3
2021-04-01,825503,79164,9.18,2
2021-04-01,825503,81054,2.68,1
2021-04-01,825503,81082,2.32,1
2021-04-01,825503,81089,3.3,1
2021-04-01,825503,81092,6.85,2
2021-04-01,825503,81094,3.58,1
2021-04-01,825503,81109,5.55,2
2021-04-01,825503,81114,3.87,1
2021-04-01,825503,82367,2.48,1
2021-04-01,825503,86788,1.9,1
2021-04-01,825503,102781,4.88,1
2021-04-01,825503,104316,2.78,1
2021-04-01,825503,116668,10.91,1
2021-04-01,825504,42241,6.25,2
2021-04-01,825504,42243,3.37,1
2021-04-01,825504,103692,8.0,1
2021-04-01,825504,108004,9.62,1
2021-04-01,825504,113960,2.13,1
2021-04-01,825505,5028,2.04,1
2021-04-01,825505,5029,2.04,1
2021-04-01,825505,5047,2.04,1
2021-04-01,825505,5055,2.04,1
2021-04-01,825505,5070,2.04,1
2021-04-01,825505,5466,2.5,1
2021-04-01,825505,10565,28.86,3
2021-04-01,825505,71068,22.93,1
2021-04-01,825505,100464,39.94,2
2021-04-01,825505,102576,2.04,1
2021-04-01,825505,102649,2.04,1
2021-04-01,825505,109177,2.04,1
2021-04-01,825506,82082,9.08,1
2021-04-01,825506,110685,21.1,1
2021-04-01,825506,117525,3.24,1
2021-04-01,825506,119887,25.74,1
2021-04-01,825506,121302,7.86,1
2021-04-01,825507,9493,3.87,1
2021-04-01,825507,71420,36.74,10
2021-04-01,825507,77484,11.89,1
2021-04-01,825507,81504,2.95,4
2021-04-01,825507,84672,5.56,2
2021-04-01,825507,86815,6.9,1
2021-04-01,825507,88268,3.36,3
2021-04-01,825507,113093,1.83,1
2021-04-01,825507,121549,4.87,2
2021-04-01,825508,49972,1.65,1
2021-04-01,825508,50478,2.27,1
2021-04-01,825508,58753,3.23,1
2021-04-01,825508,68303,4.23,1
2021-04-01,825508,89582,2.48,1
2021-04-01,825508,102576,2.04,1
2021-04-01,825508,104623,3.88,1
2021-04-01,825508,110566,3.65,2
2021-04-01,825508,112194,4.23,2
2021-04-01,825508,112248,4.36,1
2021-04-01,825508,117113,2.43,1
2021-04-01,825509,45479,2.92,1
2021-04-01,825509,46955,8.9,1
2021-04-01,825509,73259,13.2,6
2021-04-01,825509,75837,18.51,1
2021-04-01,825509,92676,3.88,1
2021-04-01,825509,100443,8.81,1
2021-04-01,825509,102951,14.81,1
2021-04-01,825509,103709,2.23,1
2021-04-01,825509,113292,14.06,1
2021-04-01,825509,121729,9.3,1
2021-04-01,825510,27593,7.3,1
2021-04-01,825510,44996,10.43,1
2021-04-01,825510,78448,3.23,1
2021-04-01,825510,96083,9.53,1
2021-04-01,825510,113746,8.89,1
2021-04-01,825511,86863,12.09,1
2021-04-01,825512,5070,2.04,1
2021-04-01,825512,77823,21.34,1
2021-04-01,825512,109177,2.04,1
2021-04-01,825512,111750,7.7,1
2021-04-01,825513,69321,15.61,6
2021-04-01,825513,78856,34.33,10
2021-04-01,825513,111556,5.49,1
2021-04-01,825514,19297,11.69,2
2021-04-01,825514,120379,31.4,1
2021-04-01,825515,81427,7.8,1
2021-04-01,825515,87800,3.2,1
2021-04-01,825515,94645,5.11,1
2021-04-01,825515,109565,4.74,1
2021-04-01,825515,110579,12.44,1
2021-04-01,825516,5490,2.5,1
2021-04-01,825516,5640,1.28,1
2021-04-01,825516,17188,6.27,1
2021-04-01,825516,47527,13.93,1
2021-04-01,825516,47691,2.3,2
2021-04-01,825516,70804,13.95,1
2021-04-01,825516,72818,2.06,1
2021-04-01,825516,76046,7.68,1
2021-04-01,825516,76421,6.27,1
2021-04-01,825516,78426,9.11,1
2021-04-01,825516,80634,30.05,6
2021-04-01,825516,86340,12.78,2
2021-04-01,825516,86531,1.03,1
2021-04-01,825516,88189,1.82,1
2021-04-01,825516,109310,6.27,1
2021-04-01,825516,109312,2.68,1
2021-04-01,825516,110572,1.21,1
2021-04-01,825516,111797,8.27,1
2021-04-01,825516,115750,1.91,2
2021-04-01,825516,115755,0.96,1
2021-04-01,825516,115757,1.11,1
2021-04-01,825516,115761,1.11,1
2021-04-01,825516,116181,11.02,6
2021-04-01,825516,120797,5.22,6
2021-04-01,825516,121709,7.79,1
2021-04-01,825516,121822,8.16,4
2021-04-01,825516,122081,1.69,1
2021-04-01,825517,11425,5.81,1
2021-04-01,825517,41994,21.95,7
2021-04-01,825517,42002,22.43,7
2021-04-01,825517,46925,18.81,6
2021-04-01,825517,48478,1.28,1
2021-04-01,825517,86119,9.41,3
2021-04-01,825517,99040,24.52,7
2021-04-01,825517,112095,3.47,1
2021-04-01,825517,112122,61.61,10
2021-04-01,825517,112123,61.61,10
2021-04-01,825517,113278,4.73,1
2021-04-01,825517,119119,25.63,5
2021-04-01,825517,119120,25.63,5
2021-04-01,825518,81194,3.11,1
2021-04-01,825518,81199,5.93,2
2021-04-01,825518,81661,3.9,1
2021-04-01,825518,99351,3.09,2
2021-04-01,825518,102607,11.99,2
2021-04-01,825518,102614,4.93,1
2021-04-01,825518,113233,14.61,1
2021-04-01,825519,3429,6.52,1
2021-04-01,825519,30465,6.39,2
2021-04-01,825519,69296,4.05,2
2021-04-01,825519,73951,5.51,3
2021-04-01,825519,76373,2.16,1
2021-04-01,825519,82368,2.48,1
2021-04-01,825519,109310,12.54,2
2021-04-01,825519,110934,6.92,1
2021-04-01,825520,108966,3.72,1
2021-04-01,825520,111934,40.27,2
2021-04-01,825521,5466,2.5,1
2021-04-01,825521,5640,1.28,1
2021-04-01,825521,5869,2.56,1
2021-04-01,825521,13348,1.94,1
2021-04-01,825521,26351,1.74,1
2021-04-01,825521,41099,4.33,1
2021-04-01,825521,42241,3.12,1
2021-04-01,825521,43241,2.98,1
2021-04-01,825521,60625,1.44,1
2021-04-01,825521,71898,5.42,2
2021-04-01,825521,71989,1.86,1
2021-04-01,825521,77225,3.76,1
2021-04-01,825521,77229,2.16,1
2021-04-01,825521,77864,1.15,1
2021-04-01,825521,80781,3.92,1
2021-04-01,825521,80785,1.49,1
2021-04-01,825521,93026,3.24,1
2021-04-01,825521,102758,9.63,1
2021-04-01,825521,107211,2.03,1
2021-04-01,825521,107214,2.03,1
2021-04-01,825521,107307,4.92,1
2021-04-01,825521,109308,8.17,1
2021-04-01,825521,109309,9.2,1
2021-04-01,825521,110759,10.35,1
2021-04-01,825521,110865,4.07,1
2021-04-01,825521,110959,1.35,1
2021-04-01,825521,113830,3.6,1
2021-04-01,825521,113930,2.28,1
2021-04-01,825521,113994,3.75,1
2021-04-01,825521,118231,2.28,1
2021-04-01,825521,122803,3.53,1
2021-04-01,825522,30357,5.86,1
2021-04-01,825522,30624,100.32,8
2021-04-01,825522,83605,4.4,1
2021-04-01,825522,91630,11.91,1
2021-04-01,825522,114268,5.51,1
2021-04-01,825523,5517,4.18,1
2021-04-01,825523,10525,3.72,1
2021-04-01,825523,21026,3.05,1
2021-04-01,825523,42229,4.18,1
2021-04-01,825523,45874,2.68,1
2021-04-01,825523,47314,2.93,1
2021-04-01,825523,68296,2.09,1
2021-04-01,825523,69454,3.92,1
2021-04-01,825523,69469,4.25,1
2021-04-01,825523,71149,1.85,1
2021-04-01,825523,73580,3.08,1
2021-04-01,825523,77545,3.08,2
2021-04-01,825523,77860,1.64,1
2021-04-01,825523,77863,1.17,1
2021-04-01,825523,77864,1.15,1
2021-04-01,825523,77927,1.15,1
2021-04-01,825523,77931,2.33,2
2021-04-01,825523,80277,3.02,1
2021-04-01,825523,85857,3.05,1
2021-04-01,825523,103709,2.23,1
2021-04-01,825523,104313,1.6,1
2021-04-01,825523,106680,2.71,1
2021-04-01,825523,110959,2.69,2
2021-04-01,825523,111062,26.98,1
2021-04-01,825523,111090,2.75,1
2021-04-01,825523,112816,2.73,1
2021-04-01,825523,117785,1.76,1
2021-04-01,825524,21523,3.09,1
2021-04-01,825524,28590,6.52,1
2021-04-01,825524,46979,6.63,1
2021-04-01,825524,77622,3.04,1
2021-04-01,825524,88216,7.71,1
2021-04-01,825525,16384,11.24,1
2021-04-01,825525,80484,2.8,1
2021-04-01,825525,86584,6.1,1
2021-04-01,825525,99412,2.22,1
2021-04-01,825525,109565,4.74,1
2021-04-01,825526,76981,5.89,2
2021-04-01,825526,76987,3.01,1
2021-04-01,825526,86531,1.03,1
2021-04-01,825526,121068,10.77,1
2021-04-01,825527,10070,6.32,2
2021-04-01,825527,76418,1.49,1
2021-04-01,825527,110579,24.88,2
2021-04-01,825528,11998,8.33,3
2021-04-01,825528,30314,7.44,1
2021-04-01,825528,74454,3.86,1
2021-04-01,825528,76466,3.77,1
2021-04-01,825528,80549,7.44,1
2021-04-01,825528,109308,8.17,1
2021-04-01,825528,109310,6.27,1
2021-04-01,825528,109312,2.68,1
2021-04-01,825528,110566,1.83,1
2021-04-01,825528,113096,3.82,1
2021-04-01,825528,117218,3.24,1
2021-04-01,825528,122665,4.92,1
2021-04-01,825529,103589,21.93,2
2021-04-01,825529,103590,43.42,4
2021-04-01,825530,7363,9.58,1
2021-04-01,825530,7854,7.61,1
2021-04-01,825530,113178,8.0,1
2021-04-01,825530,122514,6.51,1
2021-04-01,825531,9526,14.96,1
2021-04-01,825531,28717,4.26,1
2021-04-01,825531,90844,8.82,1
2021-04-01,825531,109198,3.38,1
2021-04-01,825531,112446,3.24,1
2021-04-01,825531,112447,2.92,1
2021-04-01,825532,103589,43.42,4
2021-04-01,825532,122027,8.71,1
2021-04-01,825532,122028,16.14,1
2021-04-01,825533,44694,6.41,2
2021-04-01,825533,71402,13.92,3
2021-04-01,825533,77182,1.13,1
2021-04-01,825533,77183,1.13,1
2021-04-01,825533,77533,1.16,1
2021-04-01,825533,77917,1.15,1
2021-04-01,825533,77927,1.15,1
2021-04-01,825533,87412,1.88,1
2021-04-01,825533,110575,1.89,1
2021-04-01,825533,112822,9.54,4
2021-04-01,825533,113093,1.83,1
2021-04-01,825533,121868,21.43,3
2021-04-01,825533,121869,41.55,2
2021-04-01,825534,99227,104.54,2
2021-04-01,825535,3536,5.99,1
2021-04-01,825535,116770,4.66,1
2021-04-01,825535,121725,5.3,1
2021-04-01,825535,122614,7.08,3
2021-04-01,825536,2046,4.76,1
2021-04-01,825536,101115,15.9,1
2021-04-01,825536,116191,4.83,2
2021-04-01,825537,71842,4.35,1
2021-04-01,825537,71844,6.13,1
2021-04-01,825537,79263,3.05,1
2021-04-01,825537,102898,4.52,1
2021-04-01,825537,103589,86.83,8
2021-04-01,825537,107307,4.92,1
2021-04-01,825538,6047,45.16,4
2021-04-01,825538,74881,17.09,2
2021-04-01,825538,76421,6.27,1
2021-04-01,825538,76585,17.31,1
2021-04-01,825538,83064,28.04,2
2021-04-01,825538,106758,11.02,2
2021-04-01,825538,108292,14.92,1
2021-04-01,825539,1636,2.75,1
2021-04-01,825539,2798,4.05,1
2021-04-01,825539,46961,3.79,1
2021-04-01,825539,70027,4.84,1
2021-04-01,825539,72813,3.21,1
2021-04-01,825539,72815,3.23,1
2021-04-01,825539,102770,4.24,1
2021-04-01,825539,113920,2.93,1
2021-04-01,825540,70201,13.04,2
2021-04-01,825540,70292,14.74,2
2021-04-01,825540,78856,3.43,1
2021-04-01,825540,82408,8.92,2
2021-04-01,825540,86111,6.76,2
2021-04-01,825540,90006,18.14,2
2021-04-01,825540,112855,7.58,6
2021-04-01,825540,120454,4.74,2
2021-04-01,825541,104876,10.49,1
2021-04-01,825541,110337,115.94,16
2021-04-01,825542,44943,5.03,1
2021-04-01,825542,72852,9.33,2
2021-04-01,825542,87072,7.34,1
2021-04-01,825542,117858,9.42,1
2021-04-01,825542,117859,10.62,1
2021-04-01,825542,121070,5.72,1
2021-04-01,825543,3445,6.34,1
2021-04-01,825543,6207,12.58,1
2021-04-01,825543,46113,2.0,1
2021-04-01,825543,46123,1.81,1
2021-04-01,825543,46124,15.72,7
2021-04-01,825544,5528,10.12,2
2021-04-01,825544,5640,1.28,1
2021-04-01,825544,12927,7.26,1
2021-04-01,825544,26351,1.74,1
2021-04-01,825544,47578,8.75,3
2021-04-01,825544,71149,1.85,1
2021-04-01,825544,77862,1.15,1
2021-04-01,825544,77917,1.15,1
2021-04-01,825544,78366,2.58,1
2021-04-01,825544,104623,3.88,1
2021-04-01,825544,110037,3.36,1
2021-04-01,825544,114243,11.67,1
2021-04-01,825544,118425,2.59,1
2021-04-01,825545,5615,2.9,2
2021-04-01,825545,19408,11.41,2
2021-04-01,825545,68382,4.64,2
2021-04-01,825545,76455,6.45,3
2021-04-01,825545,76466,7.54,2
2021-04-01,825545,77419,6.57,2
2021-04-01,825545,81054,8.03,3
2021-04-01,825545,87085,9.13,5
2021-04-01,825545,111582,6.85,2
2021-04-01,825546,2148,4.28,1
2021-04-01,825546,2792,6.53,1
2021-04-01,825546,5029,1.73,1
2021-04-01,825546,5031,1.73,1
2021-04-01,825546,5036,1.73,1
2021-04-01,825546,5869,2.18,1
2021-04-01,825546,14030,2.36,1
2021-04-01,825546,21976,11.92,2
2021-04-01,825546,42993,1.2,1
2021-04-01,825546,47211,2.61,1
2021-04-01,825546,47299,4.35,2
2021-04-01,825546,47376,4.35,2
2021-04-01,825546,47379,4.35,2
2021-04-01,825546,68099,4.47,1
2021-04-01,825546,69756,1.27,1
2021-04-01,825546,71409,26.47,1
2021-04-01,825546,71898,4.61,2
2021-04-01,825546,71904,3.99,2
2021-04-01,825546,72292,4.47,1
2021-04-01,825546,72854,10.1,1
2021-04-01,825546,78814,2.2,1
2021-04-01,825546,80091,3.3,2
2021-04-01,825546,81742,6.92,2
2021-04-01,825546,82927,1.27,1
2021-04-01,825546,82928,1.27,1
2021-04-01,825546,87412,3.2,2
2021-04-01,825546,87416,3.62,2
2021-04-01,825546,88216,6.55,1
2021-04-01,825546,92887,2.69,1
2021-04-01,825546,94040,4.68,1
2021-04-01,825546,94765,28.64,1
2021-04-01,825546,94849,3.94,1
2021-04-01,825546,96441,3.71,1
2021-04-01,825546,100934,8.29,1
2021-04-01,825546,101782,1.3,1
2021-04-01,825546,102190,5.03,2
2021-04-01,825546,109310,5.33,1
2021-04-01,825546,109311,7.89,1
2021-04-01,825546,109579,15.99,1
2021-04-01,825546,111921,2.98,1
2021-04-01,825546,112449,5.23,2
2021-04-01,825546,114258,9.78,1
2021-04-01,825546,114303,2.01,2
2021-04-01,825546,115758,3.55,4
2021-04-01,825546,115768,1.22,1
2021-04-01,825546,117524,8.84,1
2021-04-01,825546,119263,4.11,1
2021-04-01,825546,119707,3.21,1
2021-04-01,825546,119709,3.21,1
2021-04-01,825546,120263,4.1,4
2021-04-01,825546,120590,5.77,2
2021-04-01,825546,121475,2.22,3
2021-04-01,825546,121476,1.55,1
2021-04-01,825546,122071,16.27,2
2021-04-01,825547,5870,2.31,1
2021-04-01,825547,7358,4.25,1
2021-04-01,825547,11771,4.52,1
2021-04-01,825547,13369,6.44,1
2021-04-01,825547,72818,2.06,1
2021-04-01,825547,80785,1.49,1
2021-04-01,825547,89246,6.33,1
2021-04-01,825547,99269,4.24,1
2021-04-01,825547,118156,2.37,1
2021-04-01,825548,103590,86.83,8
2021-04-01,825549,11828,12.99,1
2021-04-01,825549,12648,8.04,1
2021-04-01,825549,83487,5.3,1
2021-04-01,825549,92791,9.11,3
2021-04-01,825550,12791,9.73,4
2021-04-01,825550,12792,5.1,2
2021-04-01,825550,17663,5.87,1
2021-04-01,825550,70417,2.65,1
2021-04-01,825550,70419,2.86,1
2021-04-01,825550,79420,2.65,1
2021-04-01,825550,80648,2.99,1
2021-04-01,825550,86502,11.13,1
2021-04-01,825550,89505,2.99,1
2021-04-01,825550,100910,5.23,2
2021-04-01,825550,102946,9.89,1
2021-04-01,825550,109747,14.42,1
2021-04-01,825551,74917,3.73,1
2021-04-01,825551,81310,6.93,1
2021-04-01,825551,86523,1.7,1
2021-04-01,825551,92304,14.87,1
2021-04-01,825551,93944,2.67,1
2021-04-01,825551,93945,9.21,6
2021-04-01,825551,95155,1.98,1
2021-04-01,825551,104791,3.23,1
2021-04-01,825551,106773,2.81,1
2021-04-01,825551,119453,3.09,1
2021-04-01,825551,121584,7.91,1
2021-04-01,825552,5029,2.04,1
2021-04-01,825552,5036,2.04,1
2021-04-01,825552,5040,2.72,1
2021-04-01,825552,12494,2.64,1
2021-04-01,825552,19412,3.77,1
2021-04-01,825552,45841,4.2,1
2021-04-01,825552,47049,5.39,2
2021-04-01,825552,47050,5.82,2
2021-04-01,825552,47051,5.39,2
2021-04-01,825552,47082,5.53,2
2021-04-01,825552,47084,3.34,1
2021-04-01,825552,47298,5.12,2
2021-04-01,825552,68868,4.35,1
2021-04-01,825552,76584,1.83,1
2021-04-01,825552,78739,9.84,1
2021-04-01,825552,79560,28.69,1
2021-04-01,825552,80305,11.29,2
2021-04-01,825552,88348,3.75,1
2021-04-01,825552,88355,4.87,1
2021-04-01,825552,89657,11.1,2
2021-04-01,825552,90714,12.62,1
2021-04-01,825552,103873,2.61,1
2021-04-01,825552,103875,4.85,2
2021-04-01,825552,109209,2.28,1
2021-04-01,825552,109308,8.17,1
2021-04-01,825552,109309,9.2,1
2021-04-01,825552,109310,6.27,1
2021-04-01,825552,111199,5.97,1
2021-04-01,825552,111200,5.97,1
2021-04-01,825552,112397,7.88,1
2021-04-01,825552,114657,6.5,2
2021-04-01,825552,114946,2.47,1
2021-04-01,825552,116653,2.71,1
2021-04-01,825552,117165,1.92,1
2021-04-01,825552,119245,6.34,1
2021-04-01,825552,121576,7.34,1
2021-04-01,825553,5029,2.04,1
2021-04-01,825553,5035,2.04,1
2021-04-01,825553,5466,2.5,1
2021-04-01,825553,5528,5.06,1
2021-04-01,825553,5807,4.77,1
2021-04-01,825553,5813,4.16,1
2021-04-01,825553,8680,7.25,1
2021-04-01,825553,9607,5.57,1
2021-04-01,825553,9616,2.47,1
2021-04-01,825553,24058,4.51,1
2021-04-01,825553,48403,3.5,1
2021-04-01,825553,49972,1.65,1
2021-04-01,825553,49975,1.65,1
2021-04-01,825553,58757,3.18,1
2021-04-01,825553,71898,5.42,2
2021-04-01,825553,77532,1.27,1
2021-04-01,825553,77602,1.95,1
2021-04-01,825553,78714,9.33,1
2021-04-01,825553,80944,2.66,1
2021-04-01,825553,86370,4.34,1
2021-04-01,825553,90837,0.88,1
2021-04-01,825553,92623,9.2,1
2021-04-01,825553,107211,8.02,4
2021-04-01,825553,107214,4.01,2
2021-04-01,825553,111725,3.97,1
2021-04-01,825553,115754,2.09,2
2021-04-01,825553,115758,1.04,1
2021-04-01,825553,117629,2.13,1
2021-04-01,825553,120416,5.33,2
2021-04-01,825553,120874,2.61,1
2021-04-01,825554,26351,1.74,1
2021-04-01,825554,76364,2.13,2
2021-04-01,825554,86582,3.14,1
2021-04-01,825554,88216,7.71,1
2021-04-01,825554,93997,1.89,1
2021-04-01,825554,102949,10.72,1
2021-04-01,825554,108598,2.64,1
2021-04-01,825554,111008,4.98,1
2021-04-01,825554,114258,11.51,1
2021-04-01,825556,81246,22.88,1
2021-04-01,825557,5070,2.04,1
2021-04-01,825557,5454,2.7,1
2021-04-01,825557,5466,2.5,1
2021-04-01,825557,23575,2.66,1
2021-04-01,825557,41099,4.33,1
2021-04-01,825557,69121,3.12,1
2021-04-01,825557,82806,8.66,3
2021-04-01,825557,87383,5.49,1
2021-04-01,825557,102576,2.04,1
2021-04-01,825557,103168,3.12,1
2021-04-01,825557,104623,3.88,1
2021-04-01,825557,105127,7.57,1
2021-04-01,825557,106758,5.57,1
2021-04-01,825557,108855,4.13,1
2021-04-01,825557,121845,6.35,1
2021-04-01,825557,121909,2.01,1
2021-04-01,825558,5799,4.34,1
2021-04-01,825558,9519,13.5,1
2021-04-01,825558,11992,1.1,3
2021-04-01,825558,12875,15.95,1
2021-04-01,825558,28535,14.12,2
2021-04-01,825558,70292,14.74,2
2021-04-01,825558,73925,2.71,1
2021-04-01,825558,76731,3.03,1
2021-04-01,825558,78500,15.8,1
2021-04-01,825558,80368,5.18,1
